HoleID,Depth,East,North,Elevation
DDH00,1.0,500020.0,2000001.0,3975.0
DDH00,2.0,500020.0,2000002.0,3975.0
DDH00,3.0,500020.0,2000003.0,3975.0
DDH00,4.0,500020.0,2000004.0,3975.0
DDH00,5.0,500020.0,2000005.0,3975.0
DDH00,6.0,500020.0,2000006.0,3975.0
DDH00,7.0,500020.0,2000007.0,3975.0
DDH00,8.0,500020.0,2000008.0,3975.0
DDH00,9.0,500020.0,2000009.0,3975.0
DDH00,10.0,500020.0,2000010.0,3975.0
DDH00,11.0,500020.0,2000011.0,3975.0
DDH00,12.0,500020.0,2000012.0,3975.0
DDH00,13.0,500020.0,2000013.0,3975.0
DDH00,14.0,500020.0,2000014.0,3975.0
DDH00,15.0,500020.0,2000015.0,3975.0
DDH00,16.0,500020.0,2000016.0,3975.0
DDH00,17.0,500020.0,2000017.0,3975.0
DDH00,18.0,500020.0,2000018.0,3975.0
DDH00,19.0,500020.0,2000019.0,3975.0
DDH00,20.0,500020.0,2000020.0,3975.0
DDH00,21.0,500020.0,2000021.0,3975.0
DDH00,22.0,500020.0,2000022.0,3975.0
DDH00,23.0,500020.0,2000023.0,3975.0
DDH00,24.0,500020.0,2000024.0,3975.0
DDH00,25.0,500020.0,2000025.0,3975.0
DDH00,26.0,500020.0,2000026.0,3975.0
DDH00,27.0,500020.0,2000027.0,3975.0
DDH00,28.0,500020.0,2000028.0,3975.0
DDH00,29.0,500020.0,2000029.0,3975.0
DDH00,30.0,500020.0,2000030.0,3975.0
DDH00,31.0,500020.0,2000031.0,3975.0
DDH00,32.0,500020.0,2000032.0,3975.0
DDH00,33.0,500020.0,2000033.0,3975.0
DDH00,34.0,500020.0,2000034.0,3975.0
DDH00,35.0,500020.0,2000035.0,3975.0
DDH00,36.0,500020.0,2000036.0,3975.0
DDH00,37.0,500020.0,2000037.0,3975.0
DDH00,38.0,500020.0,2000038.0,3975.0
DDH00,39.0,500020.0,2000039.0,3975.0
DDH00,40.0,500020.0,2000040.0,3975.0
DDH00,41.0,500020.0,2000041.0,3975.0
DDH00,42.0,500020.0,2000042.0,3975.0
DDH00,43.0,500020.0,2000043.0,3975.0
DDH00,44.0,500020.0,2000044.0,3975.0
DDH00,45.0,500020.0,2000045.0,3975.0
DDH00,46.0,500020.0,2000046.0,3975.0
DDH00,47.0,500020.0,2000047.0,3975.0
DDH00,48.0,500020.0,2000048.0,3975.0
DDH00,49.0,500020.0,2000049.0,3975.0
DDH00,50.0,500020.0,2000050.0,3975.0
DDH00,51.0,500020.0,2000051.0,3975.0
DDH00,52.0,500020.0,2000052.0,3975.0
DDH00,53.0,500020.0,2000053.0,3975.0
DDH00,54.0,500020.0,2000054.0,3975.0
DDH00,55.0,500020.0,2000055.0,3975.0
DDH00,56.0,500020.0,2000056.0,3975.0
DDH00,57.0,500020.0,2000057.0,3975.0
DDH00,58.0,500020.0,2000058.0,3975.0
DDH00,59.0,500020.0,2000059.0,3975.0
DDH00,60.0,500020.0,2000060.0,3975.0
DDH00,61.0,500020.0,2000061.0,3975.0
DDH00,62.0,500020.0,2000062.0,3975.0
DDH00,63.0,500020.0,2000063.0,3975.0
DDH00,64.0,500020.0,2000064.0,3975.0
DDH00,65.0,500020.0,2000065.0,3975.0
DDH00,66.0,500020.0,2000066.0,3975.0
DDH00,67.0,500020.0,2000067.0,3975.0
DDH00,68.0,500020.0,2000068.0,3975.0
DDH00,69.0,500020.0,2000069.0,3975.0
DDH00,70.0,500020.0,2000070.0,3975.0
DDH00,71.0,500020.0,2000071.0,3975.0
DDH00,72.0,500020.0,2000072.0,3975.0
DDH00,73.0,500020.0,2000073.0,3975.0
DDH00,74.0,500020.0,2000074.0,3975.0
DDH00,75.0,500020.0,2000075.0,3975.0
DDH00,76.0,500020.0,2000076.0,3975.0
DDH00,77.0,500020.0,2000077.0,3975.0
DDH00,78.0,500020.0,2000078.0,3975.0
DDH00,79.0,500020.0,2000079.0,3975.0
DDH00,80.0,500020.0,2000080.0,3975.0
DDH00,81.0,500020.0,2000081.0,3975.0
DDH00,82.0,500020.0,2000082.0,3975.0
DDH00,83.0,500020.0,2000083.0,3975.0
DDH00,84.0,500020.0,2000084.0,3975.0
DDH00,85.0,500020.0,2000085.0,3975.0
DDH00,86.0,500020.0,2000086.0,3975.0
DDH00,87.0,500020.0,2000087.0,3975.0
DDH00,88.0,500020.0,2000088.0,3975.0
DDH00,89.0,500020.0,2000089.0,3975.0
DDH00,90.0,500020.0,2000090.0,3975.0
DDH00,91.0,500020.0,2000091.0,3975.0
DDH00,92.0,500020.0,2000092.0,3975.0
DDH00,93.0,500020.0,2000093.0,3975.0
DDH00,94.0,500020.0,2000094.0,3975.0
DDH00,95.0,500020.0,2000095.0,3975.0
DDH00,96.0,500020.0,2000096.0,3975.0
DDH00,97.0,500020.0,2000097.0,3975.0
DDH00,98.0,500020.0,2000098.0,3975.0
DDH00,99.0,500020.0,2000099.0,3975.0
DDH00,100.0,500020.0,2000100.0,3975.0
DDH45,0.0,500040.0,2000000.0,3980.0
DDH45,1.0,500040.0,2000000.707,3980.707
DDH45,2.0,500040.0,2000001.414,3981.414
DDH45,3.0,500040.0,2000002.121,3982.121
DDH45,4.0,500040.0,2000002.828,3982.828
DDH45,5.0,500040.0,2000003.536,3983.536
DDH45,6.0,500040.0,2000004.243,3984.243
DDH45,7.0,500040.0,2000004.95,3984.95
DDH45,8.0,500040.0,2000005.657,3985.657
DDH45,9.0,500040.0,2000006.364,3986.364
DDH45,10.0,500040.0,2000007.071,3987.071
DDH45,11.0,500040.0,2000007.778,3987.778
DDH45,12.0,500040.0,2000008.485,3988.485
DDH45,13.0,500040.0,2000009.192,3989.192
DDH45,14.0,500040.0,2000009.899,3989.899
DDH45,15.0,500040.0,2000010.607,3990.607
DDH45,16.0,500040.0,2000011.314,3991.314
DDH45,17.0,500040.0,2000012.021,3992.021
DDH45,18.0,500040.0,2000012.728,3992.728
DDH45,19.0,500040.0,2000013.435,3993.435
DDH45,20.0,500040.0,2000014.142,3994.142
DDH45,21.0,500040.0,2000014.849,3994.849
DDH45,22.0,500040.0,2000015.556,3995.556
DDH45,23.0,500040.0,2000016.263,3996.263
DDH45,24.0,500040.0,2000016.971,3996.971
DDH45,25.0,500040.0,2000017.678,3997.678
DDH45,26.0,500040.0,2000018.385,3998.385
DDH45,27.0,500040.0,2000019.092,3999.092
DDH45,28.0,500040.0,2000019.799,3999.799
DDH45,29.0,500040.0,2000020.506,4000.506
DDH45,30.0,500040.0,2000021.213,4001.213
DDH45,31.0,500040.0,2000021.92,4001.92
DDH45,32.0,500040.0,2000022.627,4002.627
DDH45,33.0,500040.0,2000023.335,4003.335
DDH45,34.0,500040.0,2000024.042,4004.042
DDH45,35.0,500040.0,2000024.749,4004.749
DDH45,36.0,500040.0,2000025.456,4005.456
DDH45,37.0,500040.0,2000026.163,4006.163
DDH45,38.0,500040.0,2000026.87,4006.87
DDH45,39.0,500040.0,2000027.577,4007.577
DDH45,40.0,500040.0,2000028.284,4008.284
DDH45,41.0,500040.0,2000028.991,4008.991
DDH45,42.0,500040.0,2000029.698,4009.698
DDH45,43.0,500040.0,2000030.406,4010.406
DDH45,44.0,500040.0,2000031.113,4011.113
DDH45,45.0,500040.0,2000031.82,4011.82
DDH45,46.0,500040.0,2000032.527,4012.527
DDH45,47.0,500040.0,2000033.234,4013.234
DDH45,48.0,500040.0,2000033.941,4013.941
DDH45,49.0,500040.0,2000034.648,4014.648
DDH45,50.0,500040.0,2000035.355,4015.355
DDH45,51.0,500040.0,2000036.062,4016.062
DDH45,52.0,500040.0,2000036.77,4016.77
DDH45,53.0,500040.0,2000037.477,4017.477
DDH45,54.0,500040.0,2000038.184,4018.184
DDH45,55.0,500040.0,2000038.891,4018.891
DDH45,56.0,500040.0,2000039.598,4019.598
DDH45,57.0,500040.0,2000040.305,4020.305
DDH45,58.0,500040.0,2000041.012,4021.012
DDH45,59.0,500040.0,2000041.719,4021.719
DDH45,60.0,500040.0,2000042.426,4022.426
DDH45,61.0,500040.0,2000043.134,4023.134
DDH45,62.0,500040.0,2000043.841,4023.841
DDH45,63.0,500040.0,2000044.548,4024.548
DDH45,64.0,500040.0,2000045.255,4025.255
DDH45,65.0,500040.0,2000045.962,4025.962
DDH45,66.0,500040.0,2000046.669,4026.669
DDH45,67.0,500040.0,2000047.376,4027.376
DDH45,68.0,500040.0,2000048.083,4028.083
DDH45,69.0,500040.0,2000048.79,4028.79
DDH45,70.0,500040.0,2000049.497,4029.497
DDH45,71.0,500040.0,2000050.205,4030.205
DDH45,72.0,500040.0,2000050.912,4030.912
DDH45,73.0,500040.0,2000051.619,4031.619
DDH45,74.0,500040.0,2000052.326,4032.326
DDH45,75.0,500040.0,2000053.033,4033.033
DDH45,76.0,500040.0,2000053.74,4033.74
DDH45,77.0,500040.0,2000054.447,4034.447
DDH45,78.0,500040.0,2000055.154,4035.154
DDH45,79.0,500040.0,2000055.861,4035.861
DDH45,80.0,500040.0,2000056.569,4036.569
DDH45,81.0,500040.0,2000057.276,4037.276
DDH45,82.0,500040.0,2000057.983,4037.983
DDH45,83.0,500040.0,2000058.69,4038.69
DDH45,84.0,500040.0,2000059.397,4039.397
DDH45,85.0,500040.0,2000060.104,4040.104
DDH45,86.0,500040.0,2000060.811,4040.811
DDH45,87.0,500040.0,2000061.518,4041.518
DDH45,88.0,500040.0,2000062.225,4042.225
DDH45,89.0,500040.0,2000062.933,4042.933
DDH45,90.0,500040.0,2000063.64,4043.64
DDH45,91.0,500040.0,2000064.347,4044.347
DDH45,92.0,500040.0,2000065.054,4045.054
DDH45,93.0,500040.0,2000065.761,4045.761
DDH45,94.0,500040.0,2000066.468,4046.468
DDH45,95.0,500040.0,2000067.175,4047.175
DDH45,96.0,500040.0,2000067.882,4047.882
DDH45,97.0,500040.0,2000068.589,4048.589
DDH45,98.0,500040.0,2000069.296,4049.296
DDH45,99.0,500040.0,2000070.004,4050.004
DDH45,100.0,500040.0,2000070.711,4050.711
DDH01,0.0,500060.0,2000000.0,3970.0
DDH01,1.0,500060.289,2000000.957,3970.0
DDH01,2.0,500060.689,2000001.874,3970.0
DDH01,3.0,500061.195,2000002.736,3970.0
DDH01,4.0,500061.8,2000003.533,3970.0
DDH01,5.0,500062.495,2000004.252,3970.0
DDH01,6.0,500063.27,2000004.884,3970.0
DDH01,7.0,500064.114,2000005.42,3970.0
DDH01,8.0,500065.016,2000005.852,3970.0
DDH01,9.0,500065.962,2000006.174,3970.0
DDH01,10.0,500066.941,2000006.382,3970.0
DDH01,11.0,500067.936,2000006.473,3970.0
DDH01,12.0,500068.936,2000006.445,3970.0
DDH01,13.0,500069.925,2000006.299,3970.0
DDH01,14.0,500070.89,2000006.037,3970.0
DDH01,15.0,500071.818,2000005.662,3970.0
DDH01,16.0,500072.694,2000005.18,3970.0
DDH01,17.0,500073.507,2000004.598,3970.0
DDH01,18.0,500074.245,2000003.924,3970.0
DDH01,19.0,500074.899,2000003.167,3970.0
DDH01,20.0,500075.458,2000002.338,3970.0
DDH01,21.0,500075.915,2000001.448,3970.0
DDH01,22.0,500076.264,2000000.511,3970.0
DDH01,23.0,500076.499,1999999.539,3970.0
DDH01,24.0,500076.617,1999998.546,3970.0
DDH01,25.0,500076.617,1999997.546,3970.0
DDH01,26.0,500076.499,1999996.553,3970.0
DDH01,27.0,500076.264,1999995.581,3970.0
DDH01,28.0,500075.915,1999994.644,3970.0
DDH01,29.0,500075.458,1999993.755,3970.0
DDH01,30.0,500074.899,1999992.926,3970.0
DDH01,31.0,500074.245,1999992.169,3970.0
DDH01,32.0,500073.507,1999991.494,3970.0
DDH01,33.0,500072.694,1999990.912,3970.0
DDH01,34.0,500071.818,1999990.43,3970.0
DDH01,35.0,500070.89,1999990.056,3970.0
DDH01,36.0,500069.925,1999989.794,3970.0
DDH01,37.0,500068.936,1999989.647,3970.0
DDH01,38.0,500067.936,1999989.62,3970.0
DDH01,39.0,500066.941,1999989.71,3970.0
DDH01,40.0,500065.962,1999989.918,3970.0
DDH01,41.0,500065.016,1999990.24,3970.0
DDH01,42.0,500064.114,1999990.672,3970.0
DDH01,43.0,500063.27,1999991.208,3970.0
DDH01,44.0,500062.495,1999991.84,3970.0
DDH01,45.0,500061.8,1999992.56,3970.0
DDH01,46.0,500061.195,1999993.356,3970.0
DDH01,47.0,500060.689,1999994.219,3970.0
DDH01,48.0,500060.289,1999995.135,3970.0
DDH01,49.0,500060.0,1999996.092,3970.0
DDH01,50.0,500059.826,1999997.077,3970.0
DDH01,51.0,500059.653,1999998.062,3970.0
DDH01,52.0,500059.479,1999999.047,3970.0
DDH01,53.0,500059.305,2000000.032,3970.0
DDH01,54.0,500059.132,2000001.016,3970.0
DDH01,55.0,500058.958,2000002.001,3970.0
DDH01,56.0,500058.784,2000002.986,3970.0
DDH01,57.0,500058.611,2000003.971,3970.0
DDH01,58.0,500058.437,2000004.956,3970.0
DDH01,59.0,500058.264,2000005.94,3970.0
DDH01,60.0,500058.09,2000006.925,3970.0
DDH01,61.0,500057.916,2000007.91,3970.0
DDH01,62.0,500057.743,2000008.895,3970.0
DDH01,63.0,500057.569,2000009.88,3970.0
DDH01,64.0,500057.395,2000010.864,3970.0
DDH01,65.0,500057.222,2000011.849,3970.0
DDH01,66.0,500057.048,2000012.834,3970.0
DDH01,67.0,500056.874,2000013.819,3970.0
DDH01,68.0,500056.701,2000014.804,3970.0
DDH01,69.0,500056.527,2000015.789,3970.0
DDH01,70.0,500056.353,2000016.773,3970.0
DDH01,71.0,500056.18,2000017.758,3970.0
DDH01,72.0,500056.006,2000018.743,3970.0
DDH01,73.0,500055.832,2000019.728,3970.0
DDH01,74.0,500055.659,2000020.713,3970.0
DDH01,75.0,500055.485,2000021.697,3970.0
DDH01,76.0,500055.311,2000022.682,3970.0
DDH01,77.0,500055.138,2000023.667,3970.0
DDH01,78.0,500054.964,2000024.652,3970.0
DDH01,79.0,500054.791,2000025.637,3970.0
DDH01,80.0,500054.617,2000026.621,3970.0
DDH01,81.0,500054.443,2000027.606,3970.0
DDH01,82.0,500054.27,2000028.591,3970.0
DDH01,83.0,500054.096,2000029.576,3970.0
DDH01,84.0,500053.922,2000030.561,3970.0
DDH01,85.0,500053.749,2000031.545,3970.0
DDH01,86.0,500053.575,2000032.53,3970.0
DDH01,87.0,500053.401,2000033.515,3970.0
DDH01,88.0,500053.228,2000034.5,3970.0
DDH01,89.0,500053.054,2000035.485,3970.0
DDH01,90.0,500052.88,2000036.469,3970.0
DDH01,91.0,500052.707,2000037.454,3970.0
DDH01,92.0,500052.533,2000038.439,3970.0
DDH01,93.0,500052.359,2000039.424,3970.0
DDH01,94.0,500052.186,2000040.409,3970.0
DDH01,95.0,500052.012,2000041.394,3970.0
DDH01,96.0,500051.839,2000042.378,3970.0
DDH01,97.0,500051.665,2000043.363,3970.0
DDH01,98.0,500051.491,2000044.348,3970.0
DDH01,99.0,500051.318,2000045.333,3970.0
DDH01,100.0,500051.144,2000046.318,3970.0
DDH91,0.0,500010.0,2000000.0,3980.0
DDH91,1.0,500010.13,2000000.115,3980.985
DDH91,2.0,500010.268,2000000.221,3981.97
DDH91,3.0,500010.412,2000000.317,3982.954
DDH91,4.0,500010.562,2000000.405,3983.939
DDH91,5.0,500010.718,2000000.482,3984.924
DDH91,6.0,500010.878,2000000.55,3985.909
DDH91,7.0,500011.042,2000000.606,3986.894
DDH91,8.0,500011.209,2000000.652,3987.878
DDH91,9.0,500011.379,2000000.688,3988.863
DDH91,10.0,500011.551,2000000.712,3989.848
DDH91,11.0,500011.724,2000000.725,3990.833
DDH91,12.0,500011.898,2000000.727,3991.818
DDH91,13.0,500012.071,2000000.717,3992.803
DDH91,14.0,500012.244,2000000.697,3993.787
DDH91,15.0,500012.415,2000000.665,3994.772
DDH91,16.0,500012.583,2000000.622,3995.757
DDH91,17.0,500012.748,2000000.569,3996.742
DDH91,18.0,500012.91,2000000.505,3997.727
DDH91,19.0,500013.067,2000000.431,3998.711
DDH91,20.0,500013.218,2000000.347,3999.696
DDH91,21.0,500013.365,2000000.253,4000.681
DDH91,22.0,500013.504,2000000.15,4001.666
DDH91,23.0,500013.637,2000000.038,4002.651
DDH91,24.0,500013.763,1999999.918,4003.635
DDH91,25.0,500013.88,1999999.79,4004.62
DDH91,26.0,500013.989,1999999.655,4005.605
DDH91,27.0,500014.089,1999999.512,4006.59
DDH91,28.0,500014.179,1999999.364,4007.575
DDH91,29.0,500014.26,1999999.211,4008.559
DDH91,30.0,500014.33,1999999.052,4009.544
DDH91,31.0,500014.391,1999998.889,4010.529
DDH91,32.0,500014.44,1999998.723,4011.514
DDH91,33.0,500014.479,1999998.553,4012.499
DDH91,34.0,500014.507,1999998.382,4013.483
DDH91,35.0,500014.523,1999998.209,4014.468
DDH91,36.0,500014.529,1999998.036,4015.453
DDH91,37.0,500014.523,1999997.862,4016.438
DDH91,38.0,500014.506,1999997.689,4017.423
DDH91,39.0,500014.478,1999997.518,4018.408
DDH91,40.0,500014.439,1999997.349,4019.392
DDH91,41.0,500014.389,1999997.182,4020.377
DDH91,42.0,500014.329,1999997.019,4021.362
DDH91,43.0,500014.258,1999996.861,4022.347
DDH91,44.0,500014.177,1999996.707,4023.332
DDH91,45.0,500014.086,1999996.559,4024.316
DDH91,46.0,500013.986,1999996.417,4025.301
DDH91,47.0,500013.877,1999996.282,4026.286
DDH91,48.0,500013.759,1999996.154,4027.271
DDH91,49.0,500013.634,1999996.034,4028.256
DDH91,50.0,500013.501,1999995.923,4029.24
DDH91,51.0,500013.368,1999995.811,4030.225
DDH91,52.0,500013.235,1999995.7,4031.21
DDH91,53.0,500013.102,1999995.588,4032.195
DDH91,54.0,500012.969,1999995.476,4033.18
DDH91,55.0,500012.836,1999995.365,4034.164
DDH91,56.0,500012.703,1999995.253,4035.149
DDH91,57.0,500012.57,1999995.142,4036.134
DDH91,58.0,500012.437,1999995.03,4037.119
DDH91,59.0,500012.304,1999994.918,4038.104
DDH91,60.0,500012.17,1999994.807,4039.088
DDH91,61.0,500012.037,1999994.695,4040.073
DDH91,62.0,500011.904,1999994.583,4041.058
DDH91,63.0,500011.771,1999994.472,4042.043
DDH91,64.0,500011.638,1999994.36,4043.028
DDH91,65.0,500011.505,1999994.249,4044.013
DDH91,66.0,500011.372,1999994.137,4044.997
DDH91,67.0,500011.239,1999994.025,4045.982
DDH91,68.0,500011.106,1999993.914,4046.967
DDH91,69.0,500010.973,1999993.802,4047.952
DDH91,70.0,500010.84,1999993.69,4048.937
DDH91,71.0,500010.707,1999993.579,4049.921
DDH91,72.0,500010.574,1999993.467,4050.906
DDH91,73.0,500010.441,1999993.356,4051.891
DDH91,74.0,500010.308,1999993.244,4052.876
DDH91,75.0,500010.175,1999993.132,4053.861
DDH91,76.0,500010.042,1999993.021,4054.845
DDH91,77.0,500009.909,1999992.909,4055.83
DDH91,78.0,500009.776,1999992.798,4056.815
DDH91,79.0,500009.643,1999992.686,4057.8
DDH91,80.0,500009.51,1999992.574,4058.785
DDH91,81.0,500009.377,1999992.463,4059.769
DDH91,82.0,500009.244,1999992.351,4060.754
DDH91,83.0,500009.111,1999992.239,4061.739
DDH91,84.0,500008.978,1999992.128,4062.724
DDH91,85.0,500008.845,1999992.016,4063.709
DDH91,86.0,500008.712,1999991.905,4064.693
DDH91,87.0,500008.579,1999991.793,4065.678
DDH91,88.0,500008.446,1999991.681,4066.663
DDH91,89.0,500008.313,1999991.57,4067.648
DDH91,90.0,500008.18,1999991.458,4068.633
DDH91,91.0,500008.047,1999991.346,4069.618
DDH91,92.0,500007.914,1999991.235,4070.602
DDH91,93.0,500007.781,1999991.123,4071.587
DDH91,94.0,500007.648,1999991.012,4072.572
DDH91,95.0,500007.515,1999990.9,4073.557
DDH91,96.0,500007.382,1999990.788,4074.542
DDH91,97.0,500007.249,1999990.677,4075.526
DDH91,98.0,500007.116,1999990.565,4076.511
DDH91,99.0,500006.983,1999990.454,4077.496
DDH91,100.0,500006.85,1999990.342,4078.481
DDHXX,0.0,500080.0,2000000.0,3970.0
DDHXX,1.0,500080.04,2000000.169,3970.985
DDHXX,2.0,500080.089,2000000.336,3971.97
DDHXX,3.0,500080.147,2000000.499,3972.954
DDHXX,4.0,500080.214,2000000.659,3973.939
DDHXX,5.0,500080.29,2000000.815,3974.924
DDHXX,6.0,500080.375,2000000.967,3975.909
DDHXX,7.0,500080.468,2000001.114,3976.894
DDHXX,8.0,500080.569,2000001.255,3977.878
DDHXX,9.0,500080.678,2000001.39,3978.863
DDHXX,10.0,500080.794,2000001.519,3979.848
DDHXX,11.0,500080.917,2000001.642,3980.833
DDHXX,12.0,500081.047,2000001.757,3981.818
DDHXX,13.0,500081.183,2000001.865,3982.803
DDHXX,14.0,500081.325,2000001.965,3983.787
DDHXX,15.0,500081.473,2000002.057,3984.772
DDHXX,16.0,500081.625,2000002.14,3985.757
DDHXX,17.0,500081.781,2000002.215,3986.742
DDHXX,18.0,500081.942,2000002.282,3987.727
DDHXX,19.0,500082.106,2000002.339,3988.711
DDHXX,20.0,500082.273,2000002.387,3989.696
DDHXX,21.0,500082.442,2000002.425,3990.681
DDHXX,22.0,500082.613,2000002.454,3991.666
DDHXX,23.0,500082.786,2000002.473,3992.651
DDHXX,24.0,500082.959,2000002.483,3993.635
DDHXX,25.0,500083.133,2000002.483,3994.62
DDHXX,26.0,500083.306,2000002.473,3995.605
DDHXX,27.0,500083.479,2000002.454,3996.59
DDHXX,28.0,500083.65,2000002.425,3997.575
DDHXX,29.0,500083.819,2000002.387,3998.559
DDHXX,30.0,500083.986,2000002.339,3999.544
DDHXX,31.0,500084.15,2000002.282,4000.529
DDHXX,32.0,500084.311,2000002.215,4001.514
DDHXX,33.0,500084.467,2000002.14,4002.499
DDHXX,34.0,500084.62,2000002.057,4003.483
DDHXX,35.0,500084.767,2000001.965,4004.468
DDHXX,36.0,500084.909,2000001.865,4005.453
DDHXX,37.0,500085.045,2000001.757,4006.438
DDHXX,38.0,500085.175,2000001.642,4007.423
DDHXX,39.0,500085.298,2000001.519,4008.408
DDHXX,40.0,500085.414,2000001.39,4009.392
DDHXX,41.0,500085.523,2000001.255,4010.377
DDHXX,42.0,500085.624,2000001.114,4011.362
DDHXX,43.0,500085.717,2000000.967,4012.347
DDHXX,44.0,500085.802,2000000.815,4013.332
DDHXX,45.0,500085.878,2000000.659,4014.316
DDHXX,46.0,500085.945,2000000.499,4015.301
DDHXX,47.0,500086.003,2000000.336,4016.286
DDHXX,48.0,500086.052,2000000.169,4017.271
DDHXX,49.0,500086.092,2000000.0,4018.256
DDHXX,50.0,500086.122,1999999.829,4019.24
